# Residuals   
# Time        	p_rgh         	Ux            	Uy            
0             	N/A	N/A
35.57         	2.618556e-07	4.368349e-07	8.012672e-07
35.58         	2.375129e-07	4.421928e-07	7.890480e-07
35.59         	2.598669e-07	4.288085e-07	8.610251e-07
35.6          	2.480297e-07	4.819245e-07	8.430808e-07
35.61         	3.019890e-07	4.421085e-07	9.414664e-07
35.62         	2.664218e-07	5.195721e-07	8.950676e-07
35.63         	3.014263e-07	4.766541e-07	9.901839e-07
35.64         	2.687054e-07	5.080346e-07	8.918044e-07
35.65         	3.279874e-07	4.764646e-07	1.107910e-06
35.66         	2.702547e-07	5.404545e-07	9.654379e-07
35.67         	3.077494e-07	4.761849e-07	1.078377e-06
35.68         	2.452408e-07	5.832906e-07	9.701699e-07
35.69         	3.277211e-07	5.274000e-07	1.210543e-06
35.7          	2.550844e-07	6.330624e-07	1.111856e-06
35.71         	3.155737e-07	4.905030e-07	1.197553e-06
35.72         	2.649285e-07	6.162568e-07	1.098430e-06
35.73         	3.103425e-07	4.888119e-07	1.138626e-06
35.74         	2.368569e-07	6.224149e-07	1.157578e-06
35.75         	2.401467e-07	9.036332e-07	1.435879e-06
35.76         	1.937046e-07	8.635066e-07	1.368572e-06
35.77         	3.147804e-07	4.347809e-07	1.167456e-06
35.78         	2.571534e-07	6.470265e-07	1.240893e-06
35.79         	2.760568e-07	4.487809e-07	1.000834e-06
35.8          	2.365151e-07	5.930171e-07	1.039574e-06
35.81         	2.761004e-07	4.288185e-07	1.057361e-06
35.82         	2.240119e-07	7.413414e-07	1.162380e-06
35.83         	2.731842e-07	4.213447e-07	1.020934e-06
35.84         	2.260267e-07	6.556396e-07	1.137436e-06
35.85         	2.762509e-07	4.428624e-07	1.113698e-06
35.86         	2.372920e-07	6.664103e-07	1.253514e-06
35.87         	2.587175e-07	4.856642e-07	1.117922e-06
35.88         	2.532136e-07	7.103972e-07	1.260405e-06
35.89         	2.689439e-07	4.822765e-07	1.048784e-06
35.9          	2.468276e-07	7.521137e-07	1.241206e-06
35.91         	2.546976e-07	5.935464e-07	1.126931e-06
35.92         	2.308607e-07	7.555698e-07	1.202138e-06
35.93         	2.601363e-07	6.383205e-07	1.210562e-06
35.94         	2.506896e-07	7.245555e-07	1.296624e-06
35.95         	2.642811e-07	5.219740e-07	1.127690e-06
35.96         	2.347804e-07	8.601792e-07	1.347857e-06
35.97         	2.664954e-07	6.959674e-07	1.262118e-06
35.98         	2.243037e-07	1.073566e-06	1.502577e-06
35.99         	2.775648e-07	5.408674e-07	1.160043e-06
36            	2.554497e-07	1.006137e-06	1.493512e-06
36.01         	2.848047e-07	4.939156e-07	1.170402e-06
36.02         	2.456699e-07	8.803929e-07	1.353321e-06
36.03         	2.754771e-07	6.676209e-07	1.335842e-06
36.04         	2.551439e-07	6.446637e-07	1.225877e-06
36.05         	2.824949e-07	5.356592e-07	1.187060e-06
36.06         	2.650600e-07	6.628646e-07	1.218854e-06
36.07         	2.928889e-07	5.322608e-07	1.250589e-06
36.08         	2.562086e-07	8.294959e-07	1.443154e-06
36.09         	2.804098e-07	5.360777e-07	1.215293e-06
36.1          	1.085858e-07	4.695665e-06	7.445194e-06
36.11         	2.829671e-07	4.126465e-07	1.055074e-06
36.12         	1.233144e-07	3.172090e-06	6.830143e-06
36.13         	2.841968e-07	4.230784e-07	1.103073e-06
36.14         	1.040970e-07	4.301297e-06	6.799445e-06
36.15         	3.520161e-07	2.511997e-06	9.694711e-06
36.16         	1.429354e-07	3.431705e-06	7.036227e-06
36.17         	1.112155e-07	2.238661e-06	5.213883e-06
36.18         	1.518908e-07	2.597226e-06	5.997463e-06
36.19         	1.069337e-07	2.552477e-06	6.003444e-06
36.2          	9.674220e-08	3.057680e-06	7.113798e-06
36.21         	2.295891e-07	1.804320e-06	6.207594e-06
36.22         	3.593991e-07	4.905308e-07	1.560386e-06
36.23         	3.385680e-07	2.253961e-06	8.006733e-06
36.24         	2.993498e-07	4.613703e-07	1.220843e-06
36.25         	2.494476e-07	2.257683e-06	6.923405e-06
36.26         	2.907680e-07	4.733457e-07	1.326059e-06
36.27         	2.263264e-07	2.094057e-06	7.100855e-06
36.28         	2.676130e-07	4.519201e-07	1.123921e-06
36.29         	5.079412e-07	4.583831e-07	1.817980e-06
36.3          	2.924292e-07	5.142295e-07	1.375197e-06
36.31         	5.384484e-07	4.446676e-07	1.854805e-06
36.32         	3.066077e-07	5.132658e-07	1.308992e-06
36.33         	5.534898e-07	4.313643e-07	1.898325e-06
36.34         	3.218991e-07	4.965226e-07	1.286903e-06
36.35         	5.699033e-07	4.287801e-07	1.911554e-06
36.36         	3.289052e-07	5.043011e-07	1.257310e-06
36.37         	5.707391e-07	4.283668e-07	1.889591e-06
36.38         	3.309629e-07	4.970286e-07	1.230136e-06
36.39         	5.467008e-07	4.277709e-07	1.836013e-06
36.4          	3.357325e-07	5.040647e-07	1.187986e-06
36.41         	5.450983e-07	4.277792e-07	1.797629e-06
36.42         	3.351952e-07	5.018884e-07	1.162790e-06
36.43         	5.633787e-07	4.229816e-07	1.817242e-06
36.44         	2.137096e-07	2.246634e-06	5.836929e-06
36.45         	2.254967e-07	1.599150e-06	5.524859e-06
36.46         	2.046822e-07	1.911520e-06	5.196167e-06
36.47         	2.416319e-07	1.733326e-06	5.863397e-06
36.48         	1.918063e-07	2.022422e-06	5.354634e-06
36.49         	2.329238e-07	1.847031e-06	5.692313e-06
36.5          	1.745136e-07	1.946090e-06	4.831725e-06
36.51         	2.340512e-07	2.040079e-06	6.052566e-06
36.52         	1.547418e-07	1.973153e-06	4.716698e-06
36.53         	2.276582e-07	1.915727e-06	5.755651e-06
36.54         	2.524330e-07	2.116910e-06	7.052257e-06
36.55         	2.495881e-07	1.823479e-06	5.418554e-06
36.56         	2.863811e-07	2.125781e-06	7.288357e-06
36.57         	2.555135e-07	1.854414e-06	5.478422e-06
36.58         	2.649176e-07	2.026457e-06	6.856466e-06
36.59         	2.542505e-07	1.808105e-06	5.463014e-06
36.6          	2.617209e-07	2.025925e-06	6.823603e-06
36.61         	2.524112e-07	1.859438e-06	5.514439e-06
36.62         	2.723017e-07	2.162453e-06	7.341976e-06
36.63         	2.552464e-07	1.925571e-06	5.719332e-06
36.64         	2.513189e-07	2.266589e-06	7.069005e-06
36.65         	2.527622e-07	2.066700e-06	5.809484e-06
36.66         	2.475707e-07	2.380306e-06	7.109128e-06
36.67         	1.397602e-07	2.125699e-06	4.556653e-06
36.68         	1.511656e-07	2.536978e-06	6.452849e-06
36.69         	1.390671e-07	1.942537e-06	4.582114e-06
36.7          	1.921437e-07	1.935899e-06	5.767321e-06
36.71         	1.433838e-07	2.024376e-06	4.705281e-06
36.72         	1.213865e-07	2.370189e-06	5.688728e-06
36.73         	1.352123e-07	1.966830e-06	4.681689e-06
36.74         	1.144881e-07	2.385333e-06	5.765955e-06
36.75         	9.125716e-07	4.011916e-07	1.396067e-06
36.76         	1.021921e-07	3.396442e-06	7.189361e-06
36.77         	1.079086e-07	2.084903e-05	4.143382e-05
36.78         	1.259758e-07	2.286735e-06	5.413351e-06
36.79         	8.010810e-07	4.066785e-07	1.493522e-06
36.8          	7.411930e-08	3.780334e-06	7.187719e-06
36.81         	7.454773e-07	3.905491e-07	1.414796e-06
36.82         	8.596032e-08	3.728036e-05	6.187384e-05
36.83         	5.678503e-07	4.112254e-07	1.271543e-06
36.84         	6.715991e-07	4.939804e-07	3.509374e-06
36.85         	3.269046e-07	5.232377e-07	1.494400e-06
36.86         	3.693270e-07	5.440896e-07	1.758247e-06
36.87         	5.014097e-07	4.961812e-07	3.065729e-06
36.88         	7.743950e-07	6.172906e-07	1.929688e-06
36.89         	4.123739e-07	4.990589e-07	1.134098e-06
36.9          	9.435779e-07	6.732948e-07	2.296676e-06
36.91         	7.189203e-07	5.447604e-07	1.578753e-06
36.92         	7.602553e-08	1.043461e-05	1.256767e-05
36.93         	7.856182e-08	3.837843e-06	5.896722e-06
36.94         	1.018007e-07	4.027781e-06	7.869093e-06
36.95         	8.700590e-08	5.131127e-06	7.441969e-06
36.96         	8.789905e-08	5.141135e-06	8.231553e-06
36.97         	1.244801e-07	7.831404e-06	7.662324e-06
36.98         	1.414193e-07	3.051506e-06	6.125476e-06
36.99         	1.384534e-07	6.924681e-06	7.922512e-06
37            	1.465554e-07	2.908148e-06	6.255815e-06
37.01         	1.403937e-07	6.218011e-06	7.560762e-06
37.02         	1.772110e-07	2.829911e-06	6.541311e-06
37.03         	1.422846e-07	5.768570e-06	7.212087e-06
37.04         	1.981468e-07	3.000287e-06	6.869150e-06
37.05         	1.461861e-07	4.588234e-06	6.671077e-06
37.06         	3.447902e-07	3.015234e-06	8.588987e-06
37.07         	2.682569e-07	3.258406e-06	7.438059e-06
37.08         	2.752868e-07	3.097337e-06	7.993363e-06
37.09         	2.608589e-07	3.608520e-06	7.709918e-06
37.1          	3.941319e-07	3.240589e-06	9.497226e-06
37.11         	2.721766e-07	3.229597e-06	7.406649e-06
37.12         	3.665441e-07	3.177133e-06	9.147221e-06
37.13         	2.718913e-07	3.404787e-06	7.431402e-06
37.14         	2.565170e-07	3.224823e-06	7.530669e-06
37.15         	2.825884e-07	3.123927e-06	7.090296e-06
37.16         	2.691827e-07	3.018005e-06	7.564032e-06
37.17         	2.811779e-07	2.975212e-06	7.133868e-06
37.18         	2.691889e-07	2.959992e-06	7.525835e-06
37.19         	2.912622e-07	2.881035e-06	7.110438e-06
37.2          	2.891345e-07	3.107706e-06	7.514473e-06
37.21         	2.573166e-07	3.046315e-06	6.762093e-06
37.22         	2.668016e-07	3.151134e-06	7.412258e-06
37.23         	2.575657e-07	3.047577e-06	6.754371e-06
37.24         	3.186542e-07	2.710272e-06	7.612849e-06
37.25         	2.541181e-07	2.961381e-06	6.990588e-06
37.26         	3.281466e-07	2.570834e-06	7.664746e-06
37.27         	2.546017e-07	2.808192e-06	6.932246e-06
37.28         	3.268383e-07	2.534062e-06	7.620958e-06
37.29         	5.106863e-07	4.225695e-07	1.643530e-06
37.3          	4.307566e-07	5.691331e-07	1.657121e-06
37.31         	6.115531e-07	4.550267e-07	1.938328e-06
37.32         	3.864574e-07	6.005936e-07	1.615269e-06
37.33         	5.913238e-07	4.454836e-07	1.878737e-06
37.34         	3.774768e-07	5.905818e-07	1.530949e-06
37.35         	5.508334e-07	4.505714e-07	1.749432e-06
37.36         	3.595893e-07	5.705234e-07	1.444803e-06
37.37         	5.213632e-07	4.565584e-07	1.654510e-06
37.38         	3.726110e-07	5.433940e-07	1.473131e-06
37.39         	5.322927e-07	4.633597e-07	1.688342e-06
37.4          	3.733143e-07	5.477186e-07	1.479034e-06
37.41         	5.294465e-07	4.578819e-07	1.681663e-06
37.42         	4.080090e-07	5.253643e-07	1.539966e-06
37.43         	5.318515e-07	4.572828e-07	1.674496e-06
37.44         	4.088524e-07	5.259049e-07	1.543829e-06
37.45         	5.242567e-07	4.553994e-07	1.658181e-06
37.46         	4.177871e-07	5.222583e-07	1.552809e-06
37.47         	5.284493e-07	4.515926e-07	1.671213e-06
37.48         	4.055099e-07	5.314187e-07	1.511559e-06
37.49         	2.377911e-07	2.566967e-06	6.881081e-06
37.5          	3.882000e-07	4.710839e-07	1.334525e-06
37.51         	2.611031e-07	2.325124e-06	6.615144e-06
37.52         	1.915723e-07	2.198196e-06	5.715351e-06
37.53         	2.348483e-07	1.891435e-06	5.681745e-06
37.54         	1.914957e-07	2.348313e-06	5.865060e-06
37.55         	2.299824e-07	2.167900e-06	5.802740e-06
37.56         	1.875550e-07	2.415138e-06	5.915624e-06
37.57         	2.267380e-07	2.184558e-06	5.765011e-06
37.58         	1.852175e-07	2.354392e-06	5.778527e-06
37.59         	3.247840e-07	4.537470e-07	1.025219e-06
37.6          	2.824867e-07	6.589293e-07	1.333145e-06
37.61         	3.286496e-07	5.017474e-07	1.093007e-06
37.62         	2.668148e-07	6.525647e-07	1.300646e-06
37.63         	3.252139e-07	4.887246e-07	1.061137e-06
37.64         	2.691960e-07	6.354632e-07	1.259009e-06
37.65         	3.230523e-07	4.839871e-07	1.040740e-06
37.66         	2.689896e-07	6.382149e-07	1.245931e-06
37.67         	3.194165e-07	4.838141e-07	1.030799e-06
37.68         	2.636527e-07	6.307018e-07	1.232553e-06
37.69         	3.174645e-07	4.804723e-07	1.022651e-06
37.7          	2.637699e-07	6.259202e-07	1.217165e-06
37.71         	3.447120e-07	4.549191e-07	1.025135e-06
37.72         	2.805013e-07	6.253380e-07	1.233470e-06
37.73         	3.545973e-07	4.562257e-07	1.048215e-06
37.74         	2.779216e-07	6.029215e-07	1.212439e-06
37.75         	3.540741e-07	4.521121e-07	1.035703e-06
37.76         	2.779226e-07	6.022706e-07	1.200431e-06
37.77         	3.492818e-07	4.514643e-07	1.017972e-06
37.78         	2.772523e-07	5.998835e-07	1.184777e-06
37.79         	3.456867e-07	4.489465e-07	1.007016e-06
37.8          	2.728954e-07	5.846564e-07	1.177851e-06
37.81         	3.435306e-07	4.457258e-07	9.925208e-07
37.82         	3.388751e-07	5.264053e-07	1.149149e-06
37.83         	4.049644e-07	4.604628e-07	1.143326e-06
37.84         	3.044495e-07	6.017315e-07	1.183924e-06
37.85         	3.528046e-07	4.426757e-07	9.839645e-07
37.86         	3.680568e-07	5.011832e-07	1.142274e-06
37.87         	4.203548e-07	4.413465e-07	1.131857e-06
37.88         	4.171475e-07	5.090087e-07	1.235680e-06
37.89         	4.527335e-07	4.554823e-07	1.216004e-06
37.9          	4.455259e-07	5.046428e-07	1.303015e-06
37.91         	4.767321e-07	4.664444e-07	1.279288e-06
37.92         	4.578178e-07	5.049400e-07	1.322811e-06
37.93         	4.876086e-07	4.682783e-07	1.289530e-06
37.94         	4.635603e-07	4.944897e-07	1.317832e-06
37.95         	4.920749e-07	4.634388e-07	1.280962e-06
37.96         	4.618928e-07	4.882886e-07	1.307418e-06
37.97         	4.892644e-07	4.605672e-07	1.271727e-06
37.98         	4.583863e-07	4.844166e-07	1.281682e-06
37.99         	4.847329e-07	4.618660e-07	1.255622e-06
38            	5.264228e-07	4.990656e-07	1.436863e-06
38.01         	4.954786e-07	4.726413e-07	1.292209e-06
38.02         	4.916875e-07	5.010618e-07	1.346058e-06
38.03         	3.821430e-07	4.586517e-07	1.084240e-06
38.04         	3.721340e-07	4.781757e-07	1.072989e-06
38.05         	3.253485e-07	4.519630e-07	9.421017e-07
38.06         	3.178093e-07	4.718434e-07	9.654454e-07
38.07         	2.917798e-07	4.680526e-07	9.201448e-07
38.08         	2.897657e-07	4.783480e-07	9.364760e-07
38.09         	2.911704e-07	4.589770e-07	8.976317e-07
38.1          	2.841551e-07	4.839015e-07	9.331384e-07
38.11         	3.013827e-07	4.455934e-07	8.807149e-07
38.12         	2.878765e-07	4.777628e-07	9.253498e-07
38.13         	3.011278e-07	4.408560e-07	8.746499e-07
38.14         	2.902895e-07	4.709239e-07	9.153970e-07
38.15         	3.043511e-07	4.366897e-07	8.709884e-07
38.16         	2.914115e-07	4.690388e-07	9.081881e-07
38.17         	3.059187e-07	4.340711e-07	8.645661e-07
38.18         	2.952874e-07	4.630003e-07	8.945090e-07
38.19         	3.039856e-07	4.308170e-07	8.531898e-07
38.2          	2.976998e-07	4.543592e-07	8.821331e-07
38.21         	3.027284e-07	4.284897e-07	8.487174e-07
38.22         	3.039838e-07	4.466863e-07	8.692050e-07
38.23         	3.037829e-07	4.253302e-07	8.425835e-07
38.24         	3.053744e-07	4.385920e-07	8.544466e-07
38.25         	3.042406e-07	4.206029e-07	8.324876e-07
38.26         	3.058176e-07	4.314783e-07	8.405583e-07
38.27         	3.001000e-07	4.152008e-07	8.208815e-07
38.28         	3.037552e-07	4.278848e-07	8.329925e-07
38.29         	2.967459e-07	4.119923e-07	8.125867e-07
38.3          	3.022843e-07	4.239963e-07	8.221624e-07
38.31         	2.957105e-07	4.099896e-07	8.034110e-07
38.32         	3.000472e-07	4.212573e-07	8.127481e-07
38.33         	2.926059e-07	4.083412e-07	7.941517e-07
38.34         	2.969589e-07	4.175544e-07	8.022445e-07
38.35         	2.887619e-07	4.049908e-07	7.854634e-07
38.36         	2.944660e-07	4.157499e-07	7.950697e-07
38.37         	2.879037e-07	4.032336e-07	7.773106e-07
38.38         	2.924723e-07	4.126862e-07	7.862568e-07
38.39         	2.866735e-07	3.990936e-07	7.681756e-07
38.4          	2.887515e-07	4.077638e-07	7.779783e-07
38.41         	2.837927e-07	3.959965e-07	7.589033e-07
38.42         	2.851177e-07	4.050841e-07	7.697551e-07
38.43         	2.796736e-07	3.928294e-07	7.500770e-07
38.44         	2.806607e-07	4.032625e-07	7.628310e-07
38.45         	2.749525e-07	3.900283e-07	7.432959e-07
38.46         	2.767918e-07	4.014761e-07	7.559866e-07
38.47         	2.719400e-07	3.876180e-07	7.355839e-07
38.48         	2.736971e-07	3.982770e-07	7.485726e-07
38.49         	2.692647e-07	3.855287e-07	7.293926e-07
38.5          	2.706493e-07	3.956662e-07	7.421387e-07
38.51         	2.662197e-07	3.830602e-07	7.222921e-07
38.52         	2.668283e-07	3.929001e-07	7.357289e-07
38.53         	2.629294e-07	3.807258e-07	7.164808e-07
38.54         	2.633466e-07	3.920099e-07	7.302798e-07
38.55         	2.601983e-07	3.785769e-07	7.116482e-07
38.56         	2.606510e-07	3.900242e-07	7.249005e-07
38.57         	2.586882e-07	3.763936e-07	7.064553e-07
38.58         	2.582651e-07	3.880520e-07	7.194313e-07
38.59         	2.565829e-07	3.747699e-07	7.012883e-07
38.6          	2.557767e-07	3.863143e-07	7.146542e-07
38.61         	2.544307e-07	3.731711e-07	6.976637e-07
38.62         	2.521516e-07	3.852813e-07	7.104599e-07
38.63         	2.514453e-07	3.715809e-07	6.932230e-07
38.64         	2.496492e-07	3.838015e-07	7.055878e-07
38.65         	2.505283e-07	3.701083e-07	6.893473e-07
38.66         	2.475629e-07	3.836312e-07	7.017275e-07
38.67         	2.487147e-07	3.689063e-07	6.866043e-07
38.68         	2.455649e-07	3.839410e-07	6.992199e-07
38.69         	2.471583e-07	3.679353e-07	6.844079e-07
38.7          	2.431452e-07	3.834958e-07	6.955843e-07
38.71         	2.456125e-07	3.674557e-07	6.810535e-07
38.72         	2.417593e-07	3.827087e-07	6.916823e-07
38.73         	2.456732e-07	3.673736e-07	6.784052e-07
38.74         	2.412098e-07	3.835296e-07	6.894440e-07
38.75         	2.451148e-07	3.669389e-07	6.767545e-07
38.76         	2.397212e-07	3.829174e-07	6.864752e-07
38.77         	2.429941e-07	3.663672e-07	6.754220e-07
38.78         	2.372234e-07	3.825605e-07	6.845450e-07
38.79         	2.420255e-07	3.665839e-07	6.740096e-07
38.8          	2.369038e-07	3.831709e-07	6.822256e-07
38.81         	2.423937e-07	3.715464e-07	6.782331e-07
38.82         	2.373365e-07	3.845182e-07	6.808579e-07
38.83         	2.240792e-07	3.925322e-07	7.132286e-07
38.84         	2.154807e-07	4.061729e-07	7.038268e-07
38.85         	2.256926e-07	3.783465e-07	6.923054e-07
38.86         	2.179764e-07	4.063830e-07	7.059391e-07
38.87         	2.263353e-07	3.805441e-07	6.936863e-07
38.88         	2.180543e-07	4.086790e-07	7.066605e-07
38.89         	2.274306e-07	3.819120e-07	6.937660e-07
38.9          	2.196267e-07	4.072374e-07	7.036065e-07
38.91         	2.286130e-07	3.828948e-07	6.920441e-07
38.92         	2.205371e-07	4.071009e-07	7.016341e-07
38.93         	2.294778e-07	3.833639e-07	6.901586e-07
38.94         	2.213168e-07	4.078963e-07	7.018662e-07
38.95         	2.297165e-07	3.845303e-07	6.908074e-07
38.96         	2.216526e-07	4.101859e-07	7.032606e-07
38.97         	2.309776e-07	3.847177e-07	6.890538e-07
38.98         	2.228294e-07	4.098610e-07	7.026943e-07
38.99         	2.315702e-07	3.863233e-07	6.883873e-07
39            	2.282756e-07	4.028413e-07	6.895653e-07
39.01         	2.385405e-07	3.825974e-07	6.797594e-07
39.02         	2.286922e-07	4.082197e-07	6.971501e-07
39.03         	2.375747e-07	3.849163e-07	6.800954e-07
39.04         	2.288058e-07	4.097451e-07	6.982250e-07
39.05         	2.387505e-07	3.868251e-07	6.805244e-07
39.06         	2.296225e-07	4.129788e-07	7.025302e-07
39.07         	2.398676e-07	3.901306e-07	6.831852e-07
39.08         	2.301178e-07	4.182223e-07	7.085165e-07
39.09         	2.410235e-07	3.918017e-07	6.832757e-07
39.1          	2.301674e-07	4.220910e-07	7.142114e-07
39.11         	2.415276e-07	3.933826e-07	6.834605e-07
39.12         	2.299746e-07	4.264915e-07	7.211305e-07
39.13         	2.428994e-07	3.947962e-07	6.833640e-07
39.14         	2.309187e-07	4.310469e-07	7.278715e-07
39.15         	2.456865e-07	3.958172e-07	6.823563e-07
39.16         	2.328009e-07	4.355783e-07	7.341538e-07
39.17         	2.485565e-07	3.970215e-07	6.812082e-07
39.18         	2.350747e-07	4.422420e-07	7.429728e-07
39.19         	2.515158e-07	3.983526e-07	6.809935e-07
39.2          	2.374655e-07	4.460277e-07	7.483492e-07
39.21         	2.549113e-07	3.989574e-07	6.792382e-07
39.22         	2.416390e-07	4.476750e-07	7.516081e-07
39.23         	2.595510e-07	3.990670e-07	6.782560e-07
39.24         	2.453471e-07	4.513069e-07	7.568694e-07
39.25         	2.636615e-07	4.004874e-07	6.783901e-07
39.26         	2.495536e-07	4.542439e-07	7.609036e-07
39.27         	2.668104e-07	4.016247e-07	6.793585e-07
39.28         	2.534478e-07	4.577184e-07	7.648546e-07
39.29         	2.722734e-07	4.038797e-07	6.809376e-07
39.3          	2.586403e-07	4.618200e-07	7.701627e-07
39.31         	2.767257e-07	4.041165e-07	6.810879e-07
39.32         	2.627941e-07	4.641928e-07	7.743931e-07
39.33         	2.811101e-07	4.053296e-07	6.826264e-07
39.34         	2.675950e-07	4.662088e-07	7.770362e-07
39.35         	2.856122e-07	4.068756e-07	6.853887e-07
39.36         	2.714054e-07	4.697483e-07	7.828969e-07
39.37         	2.893592e-07	4.085079e-07	6.885574e-07
39.38         	2.759998e-07	4.733917e-07	7.884998e-07
39.39         	2.944577e-07	4.097862e-07	6.918871e-07
39.4          	2.813564e-07	4.775478e-07	7.958561e-07
39.41         	2.994305e-07	4.108173e-07	6.954407e-07
39.42         	2.865409e-07	4.815224e-07	8.021146e-07
39.43         	3.037244e-07	4.120202e-07	6.995648e-07
39.44         	2.909225e-07	4.859272e-07	8.103676e-07
39.45         	3.074758e-07	4.141496e-07	7.045244e-07
39.46         	2.954972e-07	4.910157e-07	8.187768e-07
39.47         	3.120093e-07	4.161549e-07	7.090498e-07
39.48         	3.011687e-07	4.954772e-07	8.274594e-07
39.49         	3.168652e-07	4.174705e-07	7.151125e-07
39.5          	3.065157e-07	5.014653e-07	8.384977e-07
39.51         	3.225576e-07	4.186117e-07	7.215568e-07
39.52         	3.121699e-07	5.079038e-07	8.560301e-07
39.53         	3.280036e-07	4.192192e-07	7.287118e-07
39.54         	3.164977e-07	5.161126e-07	8.744263e-07
39.55         	3.353215e-07	4.208946e-07	7.367481e-07
39.56         	3.237263e-07	5.254965e-07	8.955455e-07
39.57         	3.424723e-07	4.198640e-07	7.463103e-07
39.58         	3.307921e-07	5.327304e-07	9.138443e-07
39.59         	3.482679e-07	4.201213e-07	7.588214e-07
39.6          	3.359977e-07	5.408157e-07	9.338138e-07
39.61         	3.528432e-07	4.231231e-07	7.724843e-07
39.62         	3.404470e-07	5.988525e-07	9.512679e-07
39.63         	3.592004e-07	4.279901e-07	7.917910e-07
39.64         	3.454815e-07	5.684871e-07	9.684862e-07
39.65         	3.648923e-07	4.230880e-07	8.094931e-07
39.66         	3.536292e-07	5.587813e-07	9.859666e-07
39.67         	3.653488e-07	4.275905e-07	8.285544e-07
39.68         	3.521606e-07	5.786100e-07	1.010695e-06
39.69         	3.718673e-07	4.384459e-07	8.556184e-07
39.7          	3.488782e-07	6.041756e-07	1.045249e-06
39.71         	3.698604e-07	4.407520e-07	8.712923e-07
39.72         	3.498844e-07	6.088408e-07	1.059200e-06
39.73         	3.730619e-07	4.404375e-07	8.843371e-07
39.74         	3.543794e-07	6.216250e-07	1.070304e-06
39.75         	3.752186e-07	4.469014e-07	9.007137e-07
39.76         	3.563642e-07	6.279061e-07	1.081059e-06
39.77         	3.759301e-07	4.504929e-07	9.171507e-07
39.78         	3.591199e-07	5.983123e-07	1.101387e-06
39.79         	3.739550e-07	4.500368e-07	9.380954e-07
39.8          	3.630256e-07	6.187485e-07	1.108720e-06
39.81         	3.756519e-07	4.553560e-07	9.489335e-07
39.82         	3.736469e-07	6.504766e-07	1.134739e-06
39.83         	3.786152e-07	4.660297e-07	9.702165e-07
39.84         	3.738720e-07	6.335137e-07	1.126933e-06
39.85         	3.855170e-07	4.696424e-07	9.248342e-07
39.86         	3.923310e-07	6.177284e-07	1.110396e-06
39.87         	4.210374e-07	4.707706e-07	9.215927e-07
39.88         	4.320212e-07	6.177159e-07	1.121702e-06
39.89         	4.429877e-07	4.737065e-07	9.364259e-07
39.9          	4.548218e-07	5.976557e-07	1.154872e-06
39.91         	4.616686e-07	4.648908e-07	9.539042e-07
39.92         	4.675355e-07	6.135091e-07	1.163212e-06
39.93         	4.767811e-07	4.702617e-07	9.636270e-07
39.94         	3.305552e-07	7.237561e-07	1.352358e-06
39.95         	3.684959e-07	4.635639e-07	9.448010e-07
39.96         	3.856197e-07	5.914680e-07	1.153215e-06
39.97         	4.244302e-07	4.715078e-07	9.566371e-07
39.98         	3.210103e-07	6.904787e-07	1.361789e-06
39.99         	3.572470e-07	4.656184e-07	9.488801e-07
40            	2.832441e-07	7.280704e-07	1.320400e-06
40.01         	3.352692e-07	4.548284e-07	9.530750e-07
40.02         	2.773086e-07	7.052210e-07	1.335938e-06
40.03         	3.314709e-07	4.629360e-07	9.583060e-07
40.04         	2.799648e-07	6.746622e-07	1.335068e-06
40.05         	3.306949e-07	4.682537e-07	9.642901e-07
40.06         	2.784023e-07	6.415295e-07	1.333763e-06
40.07         	3.259559e-07	4.644769e-07	9.588231e-07
40.08         	2.754677e-07	6.478957e-07	1.327860e-06
40.09         	3.030677e-07	4.626971e-07	9.982779e-07
40.1          	2.582046e-07	6.661849e-07	1.339059e-06
40.11         	2.960491e-07	4.650576e-07	9.863111e-07
40.12         	2.565618e-07	6.878973e-07	1.317156e-06
40.13         	2.943921e-07	4.647837e-07	9.796271e-07
40.14         	2.567616e-07	6.791687e-07	1.293934e-06
40.15         	2.917149e-07	4.640834e-07	9.722185e-07
40.16         	2.538104e-07	6.717720e-07	1.280033e-06
40.17         	2.882482e-07	4.628559e-07	9.650958e-07
40.18         	2.517337e-07	6.621222e-07	1.267913e-06
40.19         	2.865039e-07	4.605311e-07	9.587163e-07
40.2          	2.505774e-07	6.661248e-07	1.271912e-06
40.21         	2.830013e-07	4.595471e-07	9.541844e-07
40.22         	1.389662e-07	2.405424e-06	5.325405e-06
40.23         	1.366241e-07	1.786145e-06	4.236502e-06
40.24         	1.172333e-07	2.073962e-06	4.654982e-06
40.25         	1.378416e-07	1.866394e-06	4.341463e-06
40.26         	1.208318e-07	2.133836e-06	4.737443e-06
40.27         	1.357628e-07	1.914707e-06	4.441611e-06
40.28         	1.181641e-07	2.162306e-06	4.751846e-06
40.29         	1.348435e-07	2.044778e-06	4.302449e-06
40.3          	2.824218e-07	5.466286e-07	9.533671e-07
40.31         	1.398256e-07	2.198454e-06	4.902757e-06
40.32         	2.754479e-07	4.979704e-07	9.254305e-07
40.33         	3.514352e-07	4.282897e-07	8.427542e-07
40.34         	2.876734e-07	5.551014e-07	1.016368e-06
40.35         	3.351023e-07	4.368004e-07	8.138752e-07
40.36         	2.819447e-07	5.524087e-07	9.857727e-07
40.37         	3.349026e-07	4.307312e-07	8.014683e-07
