# Residuals   
# Time        	p_rgh         	Ux            	Uy            
0             	N/A	N/A
14.32         	8.673156e-07	3.699832e-07	6.117860e-07
14.33         	8.460328e-07	3.778358e-07	6.237363e-07
14.34         	8.563443e-07	3.819094e-07	6.046069e-07
14.35         	8.437675e-07	3.788155e-07	6.338768e-07
14.36         	8.609909e-07	3.645470e-07	5.826201e-07
14.37         	8.548052e-07	3.788384e-07	6.135068e-07
14.38         	8.828019e-07	3.641625e-07	5.710735e-07
14.39         	8.827400e-07	3.816678e-07	6.120534e-07
14.4          	9.118097e-07	3.631087e-07	5.737068e-07
14.41         	9.066662e-07	3.711555e-07	5.992353e-07
14.42         	9.368983e-07	3.549276e-07	5.496340e-07
14.43         	1.735972e-07	1.345920e-05	2.776554e-05
14.44         	9.440793e-07	3.617292e-07	6.296108e-07
14.45         	9.344048e-07	3.704434e-07	6.626025e-07
14.46         	1.569133e-07	8.338607e-07	2.143337e-06
14.47         	9.897235e-07	3.750192e-07	6.535663e-07
14.48         	1.544785e-07	1.022233e-06	2.091499e-06
14.49         	1.507122e-07	6.365324e-06	1.336514e-05
14.5          	1.351171e-07	6.256918e-07	1.347624e-06
14.51         	1.309445e-07	7.699731e-07	1.433985e-06
14.52         	1.439614e-07	6.488939e-07	1.458627e-06
14.53         	1.320816e-07	7.815137e-07	1.498995e-06
14.54         	1.444636e-07	6.789887e-07	1.471607e-06
14.55         	1.343058e-07	8.055419e-07	1.522412e-06
14.56         	1.482055e-07	6.764047e-07	1.456291e-06
14.57         	1.396369e-07	8.169016e-07	1.537357e-06
14.58         	1.552289e-07	6.697211e-07	1.444394e-06
14.59         	1.429939e-07	8.317872e-07	1.551204e-06
14.6          	1.563458e-07	6.677723e-07	1.437390e-06
14.61         	1.460654e-07	8.498339e-07	1.554903e-06
14.62         	1.618693e-07	6.714914e-07	1.428322e-06
14.63         	1.525593e-07	8.606487e-07	1.557422e-06
14.64         	1.687450e-07	6.794407e-07	1.428813e-06
14.65         	1.607432e-07	8.699751e-07	1.572960e-06
14.66         	1.756661e-07	6.856849e-07	1.438692e-06
14.67         	1.636482e-07	8.790669e-07	1.601066e-06
14.68         	1.802240e-07	6.928097e-07	1.457542e-06
14.69         	1.703478e-07	8.884378e-07	1.633247e-06
14.7          	1.868860e-07	6.974842e-07	1.480532e-06
14.71         	1.782506e-07	8.988057e-07	1.670423e-06
14.72         	1.946816e-07	7.032207e-07	1.506892e-06
14.73         	1.876440e-07	9.127949e-07	1.708014e-06
14.74         	2.018914e-07	7.086359e-07	1.533973e-06
14.75         	1.919923e-07	9.293693e-07	1.749868e-06
14.76         	2.081870e-07	7.190796e-07	1.565293e-06
14.77         	1.999253e-07	9.487637e-07	1.787663e-06
14.78         	2.159406e-07	7.281796e-07	1.593382e-06
14.79         	2.087607e-07	9.670731e-07	1.827336e-06
14.8          	2.244199e-07	7.390838e-07	1.626558e-06
14.81         	2.186760e-07	9.877506e-07	1.872425e-06
14.82         	2.340869e-07	7.506024e-07	1.664829e-06
14.83         	2.265115e-07	1.006273e-06	1.921902e-06
14.84         	2.418230e-07	7.607577e-07	1.709216e-06
14.85         	2.348563e-07	1.029267e-06	1.979678e-06
14.86         	2.507936e-07	7.708250e-07	1.756040e-06
14.87         	2.447498e-07	1.051187e-06	2.039651e-06
14.88         	2.604926e-07	7.812690e-07	1.808887e-06
14.89         	2.550608e-07	1.074762e-06	2.104799e-06
14.9          	2.705254e-07	7.934243e-07	1.866005e-06
14.91         	2.665362e-07	1.099048e-06	2.174128e-06
14.92         	2.813095e-07	8.067383e-07	1.926701e-06
14.93         	2.759032e-07	1.127730e-06	2.251976e-06
14.94         	2.907074e-07	8.213796e-07	1.988409e-06
14.95         	2.870193e-07	1.158018e-06	2.330418e-06
14.96         	3.037347e-07	8.380642e-07	2.059071e-06
14.97         	3.030700e-07	1.202067e-06	2.447976e-06
14.98         	3.178139e-07	8.526696e-07	2.120554e-06
14.99         	3.175599e-07	1.249228e-06	2.559276e-06
15            	3.370652e-07	8.841607e-07	2.227271e-06
15.01         	3.310887e-07	1.309180e-06	2.683744e-06
15.02         	3.545945e-07	9.206523e-07	2.311384e-06
15.03         	3.505392e-07	1.367683e-06	2.801572e-06
15.04         	3.677901e-07	9.481918e-07	2.404720e-06
15.05         	3.652745e-07	1.711727e-06	2.880208e-06
15.06         	3.849541e-07	9.800862e-07	2.529822e-06
15.07         	3.658976e-07	1.658443e-06	2.996078e-06
15.08         	3.972235e-07	9.968301e-07	2.658928e-06
15.09         	3.785853e-07	1.627347e-06	3.142637e-06
15.1          	4.050387e-07	1.045389e-06	2.766445e-06
15.11         	3.789670e-07	1.656437e-06	3.267135e-06
15.12         	4.113028e-07	1.102284e-06	2.931940e-06
15.13         	3.801712e-07	1.717335e-06	3.411725e-06
15.14         	4.122640e-07	1.145397e-06	3.057178e-06
15.15         	3.847131e-07	1.838414e-06	3.525160e-06
15.16         	4.220220e-07	1.181404e-06	3.178582e-06
15.17         	3.955668e-07	1.891607e-06	3.662930e-06
15.18         	4.320123e-07	1.222932e-06	3.307675e-06
15.19         	4.029334e-07	2.008664e-06	3.794709e-06
15.2          	4.339419e-07	1.237246e-06	3.438358e-06
15.21         	4.067695e-07	1.906381e-06	3.967877e-06
15.22         	4.370999e-07	1.274539e-06	3.572524e-06
15.23         	4.115115e-07	2.011239e-06	4.152466e-06
15.24         	4.372747e-07	1.294380e-06	3.755441e-06
15.25         	4.132828e-07	2.074832e-06	4.341124e-06
15.26         	4.426300e-07	1.322494e-06	3.928143e-06
15.27         	4.411535e-07	2.117676e-06	4.490525e-06
15.28         	3.610009e-07	1.484901e-06	4.019215e-06
15.29         	3.975928e-07	2.116890e-06	4.505382e-06
15.3          	4.036652e-07	1.359164e-06	3.893279e-06
15.31         	4.453317e-07	2.085694e-06	4.697140e-06
15.32         	4.403015e-07	1.382554e-06	3.934571e-06
15.33         	4.814979e-07	1.977488e-06	4.834859e-06
15.34         	4.675452e-07	1.376162e-06	3.991717e-06
15.35         	4.993529e-07	2.093129e-06	4.978721e-06
15.36         	4.906915e-07	1.366150e-06	4.062893e-06
15.37         	4.519911e-07	2.268878e-06	5.432173e-06
15.38         	3.853615e-07	1.392952e-06	4.228301e-06
15.39         	4.118816e-07	2.132436e-06	5.043808e-06
15.4          	4.301832e-07	1.346331e-06	4.167767e-06
15.41         	4.395699e-07	2.195611e-06	5.556832e-06
15.42         	3.799643e-07	1.416631e-06	4.403095e-06
15.43         	3.878261e-07	2.385997e-06	5.295205e-06
15.44         	3.460491e-07	1.330397e-06	4.513365e-06
15.45         	3.638851e-07	2.223177e-06	5.493759e-06
15.46         	3.313303e-07	1.326484e-06	4.688414e-06
15.47         	3.494887e-07	2.177266e-06	5.680213e-06
15.48         	3.271945e-07	1.354209e-06	4.788417e-06
15.49         	3.275021e-07	1.973413e-06	5.854704e-06
15.5          	3.199800e-07	1.328439e-06	4.866692e-06
15.51         	3.249674e-07	1.995111e-06	6.249462e-06
15.52         	2.855229e-07	1.416456e-06	5.416788e-06
15.53         	2.888331e-07	2.132832e-06	6.243359e-06
15.54         	2.575032e-07	1.428846e-06	5.305612e-06
15.55         	2.580318e-07	2.296909e-06	6.140557e-06
15.56         	2.446687e-07	1.404369e-06	5.367235e-06
15.57         	2.418527e-07	2.310986e-06	6.079775e-06
15.58         	2.331121e-07	1.379985e-06	5.323081e-06
15.59         	2.307595e-07	2.266439e-06	5.991833e-06
15.6          	2.240308e-07	1.355611e-06	5.251652e-06
15.61         	2.223612e-07	2.213069e-06	5.944863e-06
15.62         	2.181816e-07	1.376870e-06	5.270070e-06
15.63         	2.169674e-07	2.153024e-06	5.925398e-06
15.64         	2.137944e-07	1.351669e-06	5.211872e-06
15.65         	1.287400e-07	9.822315e-06	2.968873e-05
15.66         	1.157928e-07	7.285709e-06	2.166661e-05
15.67         	1.030514e-07	6.550639e-06	2.271272e-05
15.68         	1.109674e-07	6.922442e-06	2.182629e-05
15.69         	1.077626e-07	7.149367e-06	2.340194e-05
15.7          	1.088956e-07	7.324436e-06	2.198548e-05
15.71         	1.057585e-07	7.474656e-06	2.335184e-05
15.72         	1.097670e-07	8.360841e-06	2.163310e-05
15.73         	2.357061e-07	1.784730e-06	4.182844e-06
15.74         	9.140859e-08	4.354404e-06	1.287567e-05
15.75         	2.271226e-07	1.008078e-06	3.373290e-06
15.76         	1.934115e-07	6.471411e-07	1.739242e-06
15.77         	2.510677e-07	1.178497e-06	3.832034e-06
15.78         	1.892328e-07	7.236999e-07	1.749731e-06
15.79         	1.293611e-07	8.729258e-07	1.797433e-06
15.8          	1.737760e-07	6.188318e-07	1.319444e-06
15.81         	1.364220e-07	8.345687e-07	1.753887e-06
15.82         	1.796558e-07	6.005023e-07	1.306644e-06
15.83         	1.398396e-07	8.344781e-07	1.692428e-06
15.84         	1.813221e-07	5.986183e-07	1.261257e-06
15.85         	1.328553e-07	8.413852e-07	1.723802e-06
15.86         	1.798306e-07	6.053619e-07	1.256838e-06
15.87         	1.324885e-07	8.134685e-07	1.691960e-06
15.88         	1.817947e-07	5.877340e-07	1.237674e-06
15.89         	1.346555e-07	7.857729e-07	1.646468e-06
15.9          	1.856258e-07	5.786350e-07	1.208257e-06
15.91         	1.337945e-07	7.783975e-07	1.623121e-06
15.92         	1.846573e-07	5.737663e-07	1.165941e-06
15.93         	1.428985e-07	7.791892e-07	1.515118e-06
15.94         	2.055279e-07	5.677056e-07	1.141658e-06
15.95         	1.463925e-07	3.380192e-06	7.872780e-06
15.96         	1.126175e-07	2.832374e-06	6.839294e-06
15.97         	1.275588e-07	2.682346e-06	6.228441e-06
15.98         	1.099004e-07	2.764363e-06	6.699114e-06
15.99         	1.317651e-07	2.779879e-06	6.255634e-06
16            	1.123627e-07	2.906186e-06	6.795155e-06
16.01         	1.356729e-07	2.785469e-06	6.015796e-06
16.02         	1.077867e-07	2.993777e-06	6.660400e-06
16.03         	1.243961e-07	3.304924e-06	6.919436e-06
16.04         	1.198944e-07	2.837974e-06	6.229579e-06
16.05         	1.251569e-07	3.230165e-06	6.538493e-06
16.06         	1.215016e-07	2.903679e-06	6.124515e-06
16.07         	1.204264e-07	3.196049e-06	6.607163e-06
16.08         	1.274937e-07	2.792422e-06	5.943947e-06
16.09         	1.202289e-07	3.224174e-06	6.606625e-06
16.1          	1.305250e-07	2.680800e-06	5.841218e-06
16.11         	1.189502e-07	3.166999e-06	6.441531e-06
16.12         	1.310632e-07	2.533527e-06	5.641561e-06
16.13         	1.682094e-07	4.287532e-06	8.758006e-06
16.14         	1.158201e-07	2.717118e-06	5.286327e-06
16.15         	1.765059e-07	4.553461e-06	9.020465e-06
16.16         	1.333200e-07	2.700603e-06	5.503864e-06
16.17         	1.258893e-07	4.019448e-06	7.387554e-06
16.18         	1.092230e-07	2.558954e-06	5.175082e-06
16.19         	1.584518e-07	4.309459e-06	8.515968e-06
16.2          	8.907163e-08	2.882683e-06	5.706577e-06
16.21         	6.115028e-08	4.725981e-06	8.758887e-06
16.22         	7.676537e-08	2.605107e-06	5.347690e-06
16.23         	8.278413e-08	4.311793e-06	8.358908e-06
16.24         	8.091008e-08	2.891642e-06	5.701399e-06
16.25         	6.360380e-08	4.716110e-06	8.703268e-06
16.26         	8.274930e-08	2.700344e-06	5.574938e-06
16.27         	5.465586e-08	4.917611e-06	8.987815e-06
16.28         	9.453808e-07	5.152854e-07	1.669715e-06
16.29         	5.477393e-08	5.777029e-06	1.041966e-05
16.3          	5.687917e-08	3.227528e-06	6.528591e-06
16.31         	9.407975e-07	7.672101e-07	2.041211e-06
16.32         	6.307374e-07	5.811197e-07	1.504856e-06
16.33         	9.821122e-07	8.889510e-07	2.261244e-06
16.34         	3.092558e-07	5.938374e-07	1.239287e-06
16.35         	6.584702e-07	8.770951e-07	2.039597e-06
16.36         	4.340648e-07	6.217758e-07	1.438155e-06
16.37         	4.050070e-07	8.800584e-07	3.779265e-06
16.38         	1.643594e-07	6.211754e-07	1.723960e-06
16.39         	3.544751e-07	5.683249e-07	3.251412e-06
16.4          	6.103913e-07	8.581447e-07	1.906127e-06
16.41         	5.675177e-07	6.500898e-07	4.362930e-06
16.42         	3.164847e-07	8.821982e-07	1.708128e-06
16.43         	6.036809e-07	6.367382e-07	1.718193e-06
16.44         	9.832672e-07	9.699975e-07	2.330296e-06
16.45         	7.016556e-07	6.795641e-07	1.881497e-06
16.46         	5.825412e-08	5.940974e-06	1.100338e-05
16.47         	9.620954e-07	5.683127e-07	1.954485e-06
16.48         	7.758932e-08	5.301934e-06	1.002352e-05
16.49         	6.401156e-08	2.875815e-06	6.566552e-06
16.5          	6.112627e-08	5.162339e-06	9.296096e-06
16.51         	6.615076e-08	2.967756e-06	7.299459e-06
16.52         	7.862057e-08	5.068989e-06	9.475949e-06
16.53         	6.402295e-08	3.105756e-06	7.484380e-06
16.54         	5.854456e-08	5.785611e-06	1.032988e-05
16.55         	5.832103e-08	3.119961e-06	7.432368e-06
16.56         	9.974130e-08	5.371879e-06	1.021616e-05
16.57         	6.090072e-08	3.354910e-06	7.715221e-06
16.58         	1.377299e-07	5.440762e-06	1.034689e-05
16.59         	8.568318e-08	3.013808e-06	7.200083e-06
16.6          	1.339818e-07	5.489358e-06	1.050104e-05
16.61         	8.311707e-08	2.901865e-06	7.145808e-06
16.62         	1.284652e-07	5.484159e-06	1.050400e-05
16.63         	8.085802e-08	2.837441e-06	7.105109e-06
16.64         	1.068534e-07	5.351836e-06	1.034139e-05
16.65         	7.824476e-08	2.544252e-06	6.754482e-06
16.66         	1.067155e-07	5.349205e-06	1.028502e-05
16.67         	7.768699e-08	2.559652e-06	6.617115e-06
16.68         	1.201559e-07	5.170378e-06	1.006031e-05
16.69         	9.220495e-08	2.489698e-06	6.637905e-06
16.7          	1.268634e-07	5.057874e-06	9.929202e-06
16.71         	9.244327e-08	2.642090e-06	6.246982e-06
16.72         	6.041114e-08	5.085573e-06	9.537678e-06
16.73         	7.935912e-08	2.433052e-06	6.018438e-06
16.74         	5.748419e-08	4.646512e-06	8.715280e-06
16.75         	7.350401e-08	2.360451e-06	5.947253e-06
16.76         	7.070437e-08	4.258659e-06	8.177358e-06
16.77         	6.943399e-08	2.207594e-06	6.167934e-06
16.78         	6.783859e-08	4.432733e-06	8.470216e-06
16.79         	6.962126e-08	2.220495e-06	6.019455e-06
16.8          	7.153074e-08	4.566497e-06	8.359209e-06
16.81         	1.338294e-07	4.533941e-07	1.106603e-06
16.82         	1.178113e-07	8.304261e-07	1.667511e-06
16.83         	1.545404e-07	5.318543e-07	1.224453e-06
16.84         	1.166482e-07	8.209442e-07	1.645746e-06
16.85         	1.611056e-07	5.235069e-07	1.199919e-06
16.86         	1.136970e-07	7.879200e-07	1.622036e-06
16.87         	1.607723e-07	5.383918e-07	1.183019e-06
16.88         	1.132497e-07	7.737712e-07	1.589076e-06
16.89         	1.559867e-07	5.372988e-07	1.158912e-06
16.9          	1.075236e-07	7.667858e-07	1.553680e-06
16.91         	1.579853e-07	5.059966e-07	1.152771e-06
16.92         	1.067899e-07	7.675959e-07	1.529521e-06
16.93         	1.602806e-07	4.799456e-07	1.133144e-06
16.94         	1.063786e-07	7.061796e-07	1.537648e-06
16.95         	1.815743e-07	5.083027e-07	1.073446e-06
16.96         	1.215506e-07	7.253534e-07	1.463122e-06
16.97         	1.756195e-07	5.467015e-07	1.091871e-06
16.98         	1.128295e-07	6.985186e-07	1.509605e-06
16.99         	5.958727e-08	3.084854e-06	6.890536e-06
17            	1.028643e-07	7.909810e-07	1.556068e-06
17.01         	9.043637e-08	3.331207e-06	7.195077e-06
17.02         	1.122055e-07	5.590381e-07	1.226638e-06
17.03         	7.168911e-08	2.310679e-06	4.933079e-06
17.04         	4.672498e-08	5.648177e-06	9.175383e-06
17.05         	6.381756e-08	2.123525e-06	4.608004e-06
17.06         	5.023975e-08	4.347975e-06	7.318564e-06
17.07         	6.336832e-08	1.933352e-06	4.161396e-06
17.08         	1.066404e-07	4.702186e-06	1.155071e-05
17.09         	1.321583e-07	3.324721e-06	9.519951e-06
17.1          	1.178854e-07	6.302043e-06	1.354760e-05
17.11         	9.437898e-08	5.938788e-07	1.196462e-06
17.12         	6.644542e-08	4.340005e-06	7.346684e-06
17.13         	9.285716e-08	4.569945e-07	1.009634e-06
17.14         	7.224321e-08	5.692426e-06	8.959529e-06
17.15         	9.016252e-08	5.093470e-07	1.008638e-06
17.16         	9.493963e-08	7.047407e-07	1.284486e-06
17.17         	1.066539e-07	5.250527e-07	1.153325e-06
17.18         	1.093669e-07	4.554955e-06	1.143579e-05
17.19         	1.064004e-07	4.966879e-07	1.107640e-06
17.2          	9.037357e-08	6.595632e-07	1.160643e-06
17.21         	9.321785e-08	5.275761e-07	1.053973e-06
17.22         	8.763592e-08	5.299338e-07	1.062966e-06
17.23         	1.071159e-07	4.524654e-07	1.102523e-06
17.24         	8.917807e-08	6.636566e-07	1.156651e-06
17.25         	8.469642e-08	4.739489e-07	1.011366e-06
17.26         	8.836190e-08	7.141743e-07	1.351597e-06
17.27         	1.682300e-07	8.256642e-07	2.217659e-06
17.28         	9.724965e-08	9.363370e-07	1.502406e-06
17.29         	9.367478e-08	5.222659e-07	1.042753e-06
17.3          	1.164041e-07	3.864049e-06	9.480020e-06
17.31         	9.962153e-08	4.648503e-07	9.981026e-07
17.32         	9.128838e-08	7.654173e-07	1.204993e-06
17.33         	1.749637e-07	9.041873e-07	2.163906e-06
17.34         	1.031419e-07	9.293579e-07	1.509835e-06
17.35         	1.651064e-07	7.672086e-07	2.050313e-06
17.36         	1.097583e-07	7.228750e-07	1.401042e-06
17.37         	1.571610e-07	7.099644e-07	1.908822e-06
17.38         	9.825449e-08	6.168689e-07	1.227738e-06
17.39         	9.944194e-08	4.924602e-07	9.971241e-07
17.4          	8.773755e-08	7.695480e-07	1.188448e-06
17.41         	1.680948e-07	8.579179e-07	2.000783e-06
17.42         	9.090232e-08	8.339612e-07	1.232895e-06
17.43         	1.579546e-07	7.856072e-07	1.985449e-06
17.44         	8.857772e-08	7.414396e-07	1.282869e-06
17.45         	1.181996e-07	4.976685e-07	1.014686e-06
17.46         	9.896192e-08	5.559988e-07	1.031199e-06
17.47         	1.724089e-07	6.853221e-07	2.003220e-06
17.48         	1.036369e-07	6.601837e-07	1.173161e-06
17.49         	1.920325e-07	6.603980e-07	1.962635e-06
17.5          	1.136117e-07	5.845412e-07	1.153720e-06
17.51         	1.604509e-07	6.249319e-07	1.638942e-06
17.52         	1.034295e-07	5.375365e-07	1.109916e-06
17.53         	1.680856e-07	5.522590e-07	1.580967e-06
17.54         	1.134149e-07	6.618863e-07	1.169772e-06
17.55         	1.731067e-07	6.247258e-07	1.529162e-06
17.56         	1.087829e-07	5.617718e-07	1.044025e-06
17.57         	1.758490e-07	5.723133e-07	1.681603e-06
17.58         	1.078119e-07	5.341954e-07	1.101308e-06
17.59         	1.842950e-07	6.238744e-07	1.717173e-06
17.6          	1.091804e-07	5.247364e-07	1.093439e-06
17.61         	1.677216e-07	5.654515e-07	1.488678e-06
17.62         	1.913316e-07	1.114735e-06	2.307018e-06
17.63         	1.911773e-07	7.999105e-07	1.799833e-06
17.64         	1.059562e-07	7.315979e-07	1.142605e-06
17.65         	1.543869e-07	5.693329e-07	1.469626e-06
17.66         	1.872628e-07	7.708168e-07	2.067183e-06
17.67         	1.826328e-07	7.100826e-07	1.834078e-06
17.68         	1.912219e-07	7.188625e-07	1.853590e-06
17.69         	1.913952e-07	5.994698e-07	1.519626e-06
17.7          	1.946000e-07	7.305336e-07	1.864785e-06
17.71         	1.977637e-07	6.124772e-07	1.538328e-06
17.72         	1.863354e-07	8.789420e-07	2.030169e-06
17.73         	1.891385e-07	6.982222e-07	1.615609e-06
17.74         	1.761500e-07	9.665386e-07	1.995339e-06
17.75         	1.758466e-07	6.184231e-07	1.578665e-06
17.76         	1.704306e-07	8.818102e-07	1.913884e-06
17.77         	1.697572e-07	6.251282e-07	1.610627e-06
17.78         	1.745171e-07	6.882815e-07	1.800734e-06
17.79         	1.699993e-07	6.722177e-07	1.535165e-06
17.8          	1.678930e-07	7.774973e-07	1.731675e-06
17.81         	1.751362e-07	6.440783e-07	1.470561e-06
17.82         	1.669310e-07	7.431939e-07	1.871364e-06
17.83         	1.590759e-07	7.486652e-07	1.599023e-06
17.84         	1.574615e-07	7.220657e-07	1.829366e-06
17.85         	1.525021e-07	7.751811e-07	1.586096e-06
17.86         	1.525926e-07	7.294609e-07	1.708685e-06
17.87         	1.588432e-07	6.343354e-07	1.485153e-06
17.88         	1.599418e-07	7.178176e-07	1.672796e-06
17.89         	1.595765e-07	6.320836e-07	1.457819e-06
17.9          	1.557720e-07	7.864561e-07	1.788833e-06
17.91         	1.580120e-07	7.393462e-07	1.469939e-06
17.92         	1.490582e-07	9.391995e-07	1.795589e-06
17.93         	1.554968e-07	7.363054e-07	1.437447e-06
17.94         	1.446713e-07	7.421672e-07	1.665980e-06
17.95         	1.484112e-07	6.702285e-07	1.465917e-06
17.96         	1.455431e-07	6.220806e-07	1.620452e-06
17.97         	1.516804e-07	6.366826e-07	1.442656e-06
17.98         	1.481079e-07	7.719815e-07	1.764805e-06
17.99         	1.457121e-07	7.267353e-07	1.502624e-06
18            	1.368791e-07	8.090473e-07	1.695563e-06
18.01         	1.492963e-07	6.651812e-07	1.349200e-06
18.02         	1.434515e-07	8.450064e-07	1.724935e-06
18.03         	1.485017e-07	7.199552e-07	1.384984e-06
18.04         	1.449306e-07	6.270910e-07	1.534653e-06
18.05         	1.532993e-07	6.234447e-07	1.523058e-06
18.06         	1.401151e-07	6.172427e-07	1.575829e-06
18.07         	1.539112e-07	6.110077e-07	1.497084e-06
18.08         	1.459040e-07	6.252952e-07	1.499956e-06
18.09         	1.491394e-07	5.983703e-07	1.460729e-06
18.1          	1.411502e-07	5.940015e-07	1.440966e-06
18.11         	1.461985e-07	5.743258e-07	1.361738e-06
18.12         	1.393496e-07	6.004084e-07	1.450846e-06
18.13         	1.542755e-07	5.556013e-07	1.324458e-06
18.14         	1.464660e-07	5.719307e-07	1.470252e-06
18.15         	1.492952e-07	5.689272e-07	1.401586e-06
18.16         	1.401295e-07	6.391938e-07	1.478760e-06
18.17         	1.383366e-07	5.840875e-07	1.355255e-06
18.18         	1.378125e-07	6.204580e-07	1.427240e-06
18.19         	1.495958e-07	5.916351e-07	1.340569e-06
18.2          	1.366048e-07	6.689664e-07	1.462110e-06
18.21         	1.381818e-07	6.426180e-07	1.383126e-06
18.22         	1.363187e-07	6.091032e-07	1.412614e-06
18.23         	1.433924e-07	6.128608e-07	1.348240e-06
18.24         	1.396114e-07	6.073829e-07	1.419984e-06
18.25         	1.436628e-07	5.805664e-07	1.294096e-06
18.26         	1.389653e-07	5.992523e-07	1.388967e-06
18.27         	1.410021e-07	5.753686e-07	1.314875e-06
18.28         	1.396771e-07	5.807606e-07	1.365331e-06
18.29         	1.446484e-07	5.773985e-07	1.308123e-06
18.3          	1.387043e-07	6.215939e-07	1.387042e-06
18.31         	1.398812e-07	5.686105e-07	1.280550e-06
18.32         	1.377074e-07	6.198231e-07	1.430952e-06
18.33         	1.401926e-07	5.758988e-07	1.298107e-06
18.34         	1.381522e-07	6.586504e-07	1.484115e-06
18.35         	1.360666e-07	6.237074e-07	1.331471e-06
18.36         	1.406402e-07	6.452819e-07	1.463208e-06
18.37         	1.392895e-07	6.336945e-07	1.342760e-06
18.38         	1.411019e-07	6.373355e-07	1.434637e-06
18.39         	1.382857e-07	6.518145e-07	1.354952e-06
18.4          	1.356718e-07	6.186060e-07	1.391395e-06
18.41         	1.339027e-07	6.428024e-07	1.325426e-06
18.42         	1.362599e-07	6.541743e-07	1.376767e-06
18.43         	1.364474e-07	6.641201e-07	1.304844e-06
18.44         	1.378836e-07	7.136394e-07	1.347525e-06
18.45         	1.377689e-07	6.913103e-07	1.289925e-06
18.46         	1.380972e-07	7.257336e-07	1.327803e-06
18.47         	1.375535e-07	6.799864e-07	1.290565e-06
18.48         	1.419345e-07	7.127004e-07	1.348936e-06
18.49         	1.430186e-07	6.626376e-07	1.258004e-06
18.5          	1.443572e-07	6.972527e-07	1.372894e-06
18.51         	1.438179e-07	6.561000e-07	1.261702e-06
18.52         	1.433098e-07	6.617003e-07	1.382994e-06
18.53         	1.389875e-07	6.284167e-07	1.284157e-06
18.54         	1.403723e-07	7.088932e-07	1.435742e-06
18.55         	1.424164e-07	6.471343e-07	1.315107e-06
18.56         	1.416442e-07	7.220975e-07	1.442028e-06
18.57         	1.391764e-07	6.147935e-07	1.272541e-06
18.58         	1.458206e-07	6.748757e-07	1.365114e-06
18.59         	1.391311e-07	6.875744e-07	1.315982e-06
18.6          	1.439716e-07	7.379069e-07	1.352958e-06
18.61         	1.377397e-07	6.723568e-07	1.282731e-06
18.62         	1.441899e-07	7.411135e-07	1.284612e-06
18.63         	1.409994e-07	6.761679e-07	1.291294e-06
18.64         	1.424820e-07	7.116602e-07	1.402604e-06
18.65         	1.363993e-07	6.795938e-07	1.339025e-06
18.66         	1.410695e-07	7.937411e-07	1.468662e-06
18.67         	1.429280e-07	6.861507e-07	1.313211e-06
18.68         	1.466046e-07	8.273714e-07	1.395612e-06
18.69         	1.436848e-07	7.050557e-07	1.300636e-06
18.7          	1.459717e-07	7.601496e-07	1.297776e-06
18.71         	1.395373e-07	6.976252e-07	1.285408e-06
18.72         	1.417056e-07	7.690941e-07	1.363461e-06
18.73         	1.439857e-07	6.728713e-07	1.287734e-06
18.74         	1.458485e-07	7.194509e-07	1.343328e-06
18.75         	1.472999e-07	7.094959e-07	1.324361e-06
18.76         	1.513585e-07	7.834141e-07	1.444123e-06
18.77         	1.476008e-07	6.854023e-07	1.345563e-06
18.78         	1.517942e-07	7.746234e-07	1.351605e-06
18.79         	1.519177e-07	7.008601e-07	1.338223e-06
18.8          	1.472426e-07	7.601413e-07	1.310828e-06
18.81         	1.380126e-07	6.862126e-07	1.343590e-06
18.82         	1.524283e-07	7.386470e-07	1.367010e-06
18.83         	1.474712e-07	6.647759e-07	1.378451e-06
18.84         	1.513483e-07	6.660291e-07	1.307425e-06
18.85         	1.589850e-07	5.985440e-07	1.368452e-06
18.86         	1.548694e-07	7.611563e-07	1.413930e-06
18.87         	1.658717e-07	7.211796e-07	1.488536e-06
18.88         	1.545909e-07	7.493609e-07	1.406312e-06
18.89         	1.526823e-07	6.327953e-07	1.398557e-06
18.9          	1.439220e-07	7.881469e-07	1.379399e-06
18.91         	1.645117e-07	6.795466e-07	1.457046e-06
18.92         	1.570176e-07	8.077934e-07	1.395395e-06
18.93         	1.694890e-07	6.663862e-07	1.455735e-06
18.94         	1.637903e-07	7.932910e-07	1.358621e-06
18.95         	1.759926e-07	6.692302e-07	1.491433e-06
18.96         	1.579477e-07	7.088724e-07	1.316528e-06
18.97         	1.596644e-07	6.057809e-07	1.450951e-06
18.98         	1.561745e-07	7.494462e-07	1.384204e-06
18.99         	1.723345e-07	6.245480e-07	1.575318e-06
19            	1.518111e-07	8.318895e-07	1.517233e-06
19.01         	1.527458e-07	7.135209e-07	1.630131e-06
19.02         	1.682835e-07	8.207568e-07	1.484850e-06
19.03         	1.449437e-07	6.826150e-07	1.641139e-06
19.04         	1.567531e-07	8.830942e-07	1.512750e-06
19.05         	1.424229e-07	7.058568e-07	1.644094e-06
19.06         	1.518826e-07	9.151007e-07	1.456274e-06
19.07         	1.600834e-07	7.466756e-07	1.620384e-06
19.08         	1.541924e-07	7.770874e-07	1.351957e-06
19.09         	1.518861e-07	7.912208e-07	1.661460e-06
19.1          	1.508290e-07	9.012257e-07	1.480312e-06
19.11         	1.628133e-07	7.559698e-07	1.788427e-06
19.12         	1.788387e-07	1.010808e-06	1.662755e-06
